Country,State,University Name,Type of University,Tie Up with University,School,Technologies/Courses Offered,Course Types,Unplaced %,Corporate Tie Up,Job Offering,Internship,Marketing Strategy,Costing,Hackathons,Services Offered,Scholarships,Tier,Ranking
Turkey,Trabzon,Karadeniz Technical University,Private,Yes,Science,Data Science,Part-time,9.6,Yes,No,Yes,Direct Engagement,$18512,No,Both,No,Tier 2,525
Turkey,Mardin,Mardin Artuklu University,Public,Yes,Business,AI,Online,10.54,Yes,No,No,Direct Engagement,$48854,Yes,Consulting,No,Tier 2,91
Turkey,Kütahya,Kütahya Dumlupınar University,Public,No,Engineering,Data Science,Full-time,14.05,Yes,No,Yes,Influencer Marketing,$38201,No,Both,No,Tier 2,624
Turkey,Aksaray,Aksaray University,Public,No,Science,Data Science,Online,8.73,No,Yes,Yes,Social Media Advertising,$17404,No,Both,No,Tier 1,232
Iran,Tehran,Islamic Azad University,Private,No,Science,Data Science,Part-time,16.49,No,Yes,Yes,Search Engine Marketing (SEM),$41245,Yes,Training,Yes,Tier 2,631
Iran,Tehran,Alzahra University,Public,No,Business,AI,Full-time,7.96,Yes,Yes,No,Social Media Advertising,$34440,No,Training,No,Tier 2,643
Iran,Tehran,Imam Sadiq University,Public,No,Science,ML,Online,18.3,No,Yes,Yes,Print Media,$22335,No,Consulting,Yes,Tier 2,279
Iran,Tehran,Shahid Rajaee Teacher Training University,Private,Yes,Arts,AI,Full-time,13.32,No,Yes,No,SEO,$13252,No,Consulting,No,Tier 2,658
Iran,Tehran,University of Medical Sciences,Public,Yes,Business,Cyber Security,Full-time,12.92,Yes,No,No,Community Engagement,$30903,No,Both,Yes,Tier 1,661
Iran,Tehran,Tehran University of Medical Sciences,Public,No,Arts,ML,Part-time,19.41,Yes,Yes,Yes,Print Media,$22759,No,Consulting,Yes,Tier 2,367
Iran,Tehran,Shahid Beheshti University of Medical Sciences,Public,No,Arts,Cyber Security,Online,14.88,No,Yes,Yes,Social Media Advertising,$38545,No,Training,No,Tier 2,716
Iran,Mashhad,Ferdowsi University of Mashhad,Public,No,Business,AI,Full-time,8.24,No,Yes,Yes,Print Media,$25426,No,Both,No,Tier 3,395
Iran,Isfahan,Isfahan University of Technology,Private,Yes,Science,Cyber Security,Part-time,5.57,Yes,No,No,Email Marketing,$37391,No,Consulting,Yes,Tier 1,394
Iran,Isfahan,University of Isfahan,Private,No,Science,IoT,Online,13.98,Yes,No,Yes,Influencer Marketing,$19216,Yes,Both,No,Tier 3,819
Iran,Tabriz,University of Tabriz,Private,No,Science,ML,Full-time,17.37,Yes,No,Yes,Radio and tv advertising,$32598,Yes,Both,No,Tier 3,898
Iran,Tabriz,Tabriz Islamic Art University,Public,No,Engineering,ML,Part-time,12.79,Yes,No,Yes,Email Marketing,$41671,No,Both,No,Tier 3,523
Iran,Yazd,Yazd University,Public,Yes,Science,Data Science,Part-time,14.19,Yes,Yes,No,Radio and tv advertising,$45915,No,Both,Yes,Tier 2,66
Iran,Zahedan,University of Sistan and Baluchestan,Public,No,Science,AI,Full-time,17.12,No,Yes,Yes,Direct Engagement,$38481,No,Training,No,Tier 1,953
Iran,Hamedan,Bu-Ali Sina University,Private,No,Arts,AI,Part-time,10.36,Yes,Yes,No,Social Media Advertising,$25142,No,Training,Yes,Tier 1,605
Iran,Rasht,University of Guilan,Private,No,Engineering,Data Science,Part-time,6.55,No,Yes,Yes,Radio and tv advertising,$48968,No,Training,Yes,Tier 2,802
Iran,Karaj,Kharazmi University,Private,No,Engineering,ML,Online,16.79,Yes,Yes,Yes,Direct Engagement,$32256,Yes,Both,No,Tier 1,941
Iran,Babolsar,University of Mazandaran,Public,Yes,Arts,IoT,Part-time,9.52,Yes,No,Yes,Influencer Marketing,$23204,No,Both,Yes,Tier 2,161
Iran,Semnan,Semnan University,Private,Yes,Arts,AI,Online,5.28,No,No,Yes,SEO,$43124,No,Both,Yes,Tier 1,384
Israel,Jerusalem,Hebrew University of Jerusalem,Private,No,Science,Data Science,Full-time,12.13,Yes,No,Yes,Direct Engagement,$48105,Yes,Training,No,Tier 3,251
Israel,Jerusalem,The Jerusalem College of Technology,Public,No,Business,Data Science,Full-time,6.84,No,Yes,Yes,SEO,$35504,Yes,Consulting,Yes,Tier 2,652
Israel,Jerusalem,Hadassah Academic College,Public,No,Business,IoT,Full-time,12.15,Yes,Yes,No,Influencer Marketing,$48904,Yes,Both,No,Tier 1,367
Israel,Tel Aviv,Tel Aviv University,Public,Yes,Arts,Cyber Security,Part-time,14.08,No,Yes,No,Print Media,$27532,Yes,Both,Yes,Tier 3,136
Israel,Tel Aviv,The Israel College of Applied Science,Private,Yes,Arts,ML,Online,11.7,Yes,No,Yes,Radio and tv advertising,$43562,Yes,Both,Yes,Tier 2,712
Israel,Haifa,Technion – Israel Institute of Technology,Private,No,Arts,Data Science,Online,13.97,Yes,No,Yes,Email Marketing,$29768,Yes,Both,Yes,Tier 1,354
Israel,Haifa,University of Haifa,Public,Yes,Business,Cyber Security,Part-time,9.76,No,No,No,Print Media,$31065,Yes,Training,Yes,Tier 2,238
Israel,Be'er Sheva,Ben-Gurion University of the Negev,Private,Yes,Business,Cyber Security,Online,8.94,No,No,Yes,SEO,$25006,Yes,Training,No,Tier 1,777
Israel,Ramat Gan,Bar-Ilan University,Private,Yes,Arts,Cyber Security,Full-time,7.62,No,Yes,No,Community Engagement,$13665,Yes,Both,Yes,Tier 1,947
Israel,Ramat Gan,Shenkar College of Engineering and Design,Private,Yes,Arts,Cyber Security,Online,16.68,Yes,No,No,Search Engine Marketing (SEM),$11468,No,Training,No,Tier 1,196
Israel,Ra'anana,Open University of Israel,Private,Yes,Arts,ML,Full-time,9.63,No,No,Yes,Email Marketing,$49091,Yes,Training,Yes,Tier 1,440
Israel,Ariel,Ariel University,Public,Yes,Science,AI,Online,19.51,Yes,Yes,Yes,Social Media Advertising,$18678,No,Training,No,Tier 1,989
Israel,Herzliya,Interdisciplinary Center (IDC) Herzliya,Public,Yes,Business,ML,Full-time,11.51,Yes,No,No,Influencer Marketing,$42190,Yes,Training,Yes,Tier 2,233
Israel,Herzliya,"Efi Arazi School of Computer Science, IDC Herzliya",Private,Yes,Engineering,ML,Full-time,16.35,No,No,No,Print Media,$33109,Yes,Training,No,Tier 3,486
Israel,Rishon LeZion,The College of Management Academic Studies,Private,Yes,Business,Data Science,Part-time,9.39,Yes,No,No,Direct Engagement,$31918,Yes,Consulting,Yes,Tier 3,759
Israel,Kinneret,Kinneret Academic College,Private,Yes,Engineering,Data Science,Online,9.81,No,No,No,Search Engine Marketing (SEM),$48942,Yes,Consulting,Yes,Tier 2,460
Timor-Leste,Dili,Universidade Nacional de Timor-Leste (UNTL),Private,No,Business,Data Science,Full-time,9.82,No,Yes,Yes,Print Media,$22129,Yes,Training,Yes,Tier 1,949
Timor-Leste,Dili,Universidade de La Salle,Private,Yes,Business,ML,Online,5.85,Yes,No,Yes,Social Media Advertising,$34333,No,Training,No,Tier 2,64
Thailand,Bangkok,Chulalongkorn University,Public,No,Arts,ML,Online,15.9,Yes,Yes,No,Influencer Marketing,$11915,Yes,Training,Yes,Tier 2,424
Thailand,Bangkok,Kasetsart University,Public,No,Science,AI,Online,8.7,Yes,Yes,Yes,Print Media,$46287,No,Both,No,Tier 1,693
Thailand,Bangkok,Thammasat University,Private,Yes,Science,IoT,Online,7.16,No,No,No,Email Marketing,$37195,No,Both,No,Tier 2,802
Thailand,Bangkok,Srinakharinwirot University,Public,Yes,Business,IoT,Part-time,12.03,Yes,Yes,Yes,Print Media,$46464,Yes,Consulting,Yes,Tier 2,375
Thailand,Bangkok,Assumption University (ABAC),Public,Yes,Science,Cyber Security,Full-time,7.49,No,No,No,Email Marketing,$45415,Yes,Consulting,Yes,Tier 3,139
Thailand,Bangkok,Bangkok University,Private,Yes,Arts,AI,Full-time,15.21,No,Yes,No,Direct Engagement,$37989,No,Consulting,Yes,Tier 1,489
Thailand,Bangkok,Dhurakij Pundit University,Private,No,Arts,AI,Online,13.7,No,No,Yes,SEO,$31983,Yes,Training,No,Tier 1,841
Thailand,Bangkok,Mahanakorn University of Technology,Public,No,Business,Data Science,Full-time,15.19,Yes,No,Yes,SEO,$11120,Yes,Training,No,Tier 2,146
Thailand,Bangkok,Siam University,Private,No,Arts,AI,Full-time,10.88,Yes,Yes,No,Search Engine Marketing (SEM),$26804,Yes,Consulting,Yes,Tier 2,859
Thailand,Bangkok,Stamford International University,Public,Yes,Arts,AI,Part-time,14.03,Yes,Yes,Yes,Email Marketing,$39957,No,Both,Yes,Tier 2,276
Thailand,Bangkok,University of the Thai Chamber of Commerce (UTCC),Private,No,Engineering,IoT,Full-time,7.23,No,Yes,No,Direct Engagement,$37493,No,Training,No,Tier 1,253
Thailand,Nakhon Pathom,Mahidol University,Public,No,Science,IoT,Full-time,17.36,No,No,Yes,Radio and tv advertising,$43133,Yes,Consulting,Yes,Tier 1,234
Thailand,Nakhon Pathom,Christian University of Thailand,Public,No,Science,Cyber Security,Full-time,8.77,Yes,Yes,No,Social Media Advertising,$29030,No,Both,Yes,Tier 2,619
Thailand,Chiang Mai,Chiang Mai University,Public,No,Engineering,Cyber Security,Online,17.8,No,No,Yes,Direct Engagement,$34674,Yes,Both,Yes,Tier 2,898
Thailand,Khon Kaen,Khon Kaen University,Public,No,Business,ML,Part-time,13.32,Yes,Yes,No,SEO,$31483,Yes,Consulting,Yes,Tier 1,721
Thailand,Hat Yai,Prince of Songkla University,Private,Yes,Engineering,AI,Full-time,11.04,Yes,Yes,Yes,SEO,$45863,No,Training,Yes,Tier 2,703
Thailand,Chonburi,Burapha University,Public,Yes,Business,AI,Online,12.9,No,No,No,Direct Engagement,$26544,No,Consulting,Yes,Tier 2,603
Thailand,Chiang Rai,Mae Fah Luang University,Private,No,Business,Cyber Security,Part-time,11.7,Yes,No,Yes,Search Engine Marketing (SEM),$11134,Yes,Consulting,Yes,Tier 1,523
Thailand,Phitsanulok,Naresuan University,Private,No,Arts,AI,Full-time,17.14,Yes,No,No,Social Media Advertising,$14204,No,Training,No,Tier 3,237
Thailand,Pathum Thani,Asian Institute of Technology (AIT),Private,Yes,Business,Data Science,Part-time,19.13,Yes,No,Yes,Direct Engagement,$40331,Yes,Both,No,Tier 3,859
Thailand,Pathum Thani,Rangsit University,Private,Yes,Arts,Data Science,Online,10.36,No,Yes,No,Radio and tv advertising,$16600,No,Consulting,No,Tier 3,648
Thailand,Songkhla,Songkhla Rajabhat University,Private,Yes,Engineering,Data Science,Online,13.15,No,Yes,Yes,Social Media Advertising,$48489,No,Consulting,Yes,Tier 1,312
Thailand,Chachoengsao,Eastern Asia University,Private,Yes,Science,AI,Full-time,19.46,Yes,Yes,Yes,Search Engine Marketing (SEM),$40587,Yes,Training,No,Tier 3,260
Thailand,Hua Hin,Webster University Thailand,Private,No,Arts,IoT,Full-time,12.07,No,Yes,No,Social Media Advertising,$25729,Yes,Both,No,Tier 3,43
Thailand,Various locations,Rajabhat University,Private,Yes,Business,Cyber Security,Full-time,16.88,No,Yes,Yes,Influencer Marketing,$10630,No,Training,No,Tier 3,88
Thailand,Various locations,Rajamangala University of Technology,Public,Yes,Science,Cyber Security,Part-time,9.77,No,No,No,Community Engagement,$45380,No,Consulting,No,Tier 2,171
Japan,Tokyo,University of Tokyo (Tokyo Daigaku),Public,Yes,Engineering,ML,Online,15.27,No,No,No,Community Engagement,$34786,No,Both,No,Tier 3,463
Japan,Tokyo,Hitotsubashi University,Public,No,Business,ML,Online,6.48,Yes,No,Yes,Email Marketing,$20850,No,Training,Yes,Tier 1,466
Japan,Tokyo,Tokyo Institute of Technology (Tokyo Kogyo Daigaku),Private,No,Arts,IoT,Online,11.48,Yes,No,No,Community Engagement,$16887,Yes,Training,No,Tier 2,739
Japan,Tokyo,Tokyo University of Foreign Studies,Private,Yes,Engineering,AI,Online,17.79,Yes,Yes,No,Influencer Marketing,$42748,Yes,Both,Yes,Tier 2,832
Japan,Tokyo,Nihon University,Public,Yes,Science,AI,Full-time,9.62,Yes,Yes,Yes,Print Media,$20026,Yes,Consulting,Yes,Tier 3,451
Japan,Tokyo,Keio University,Private,No,Science,Cyber Security,Part-time,7.07,Yes,No,No,Direct Engagement,$41786,Yes,Consulting,No,Tier 3,999
Japan,Tokyo,Waseda University,Private,Yes,Engineering,Data Science,Part-time,10.88,Yes,No,Yes,SEO,$49462,Yes,Both,No,Tier 3,870
Japan,Tokyo,Sophia University,Private,No,Business,ML,Online,5.83,No,No,Yes,Influencer Marketing,$17718,Yes,Consulting,Yes,Tier 2,241
Japan,Tokyo,Tokyo University of the Arts,Public,No,Arts,Data Science,Part-time,15.74,No,Yes,No,Email Marketing,$46756,Yes,Training,No,Tier 3,302
Japan,Tokyo,Aoyama Gakuin University,Public,Yes,Science,IoT,Online,6.52,Yes,No,Yes,Search Engine Marketing (SEM),$27882,No,Training,No,Tier 1,210
Japan,Tokyo,Chuo University,Public,No,Business,Cyber Security,Full-time,19.31,Yes,No,Yes,Radio and tv advertising,$46017,Yes,Training,Yes,Tier 1,82
Japan,Tokyo,Tokyo University of Science,Public,No,Science,IoT,Full-time,6.31,Yes,No,Yes,Influencer Marketing,$37664,No,Both,No,Tier 1,120
Japan,Tokyo,Showa Pharmaceutical University,Private,Yes,Business,Cyber Security,Full-time,6.61,Yes,Yes,Yes,Direct Engagement,$47424,Yes,Training,Yes,Tier 2,110
Japan,Tokyo,Juntendo University,Public,No,Business,IoT,Online,6.16,No,No,No,SEO,$42928,Yes,Both,No,Tier 2,518
Japan,Tokyo,Musashi University,Private,No,Business,IoT,Full-time,5.64,No,No,No,Influencer Marketing,$27743,Yes,Both,Yes,Tier 2,66
Japan,Tokyo,Nihon University,Public,No,Business,Data Science,Full-time,14.08,No,No,Yes,Direct Engagement,$34434,Yes,Both,Yes,Tier 3,614
Japan,Tokyo,International Christian University,Private,Yes,Engineering,AI,Full-time,5.58,Yes,No,Yes,SEO,$39362,Yes,Both,No,Tier 3,282
Japan,Tokyo,Shibaura Institute of Technology,Private,No,Business,Cyber Security,Part-time,19.27,No,Yes,No,Influencer Marketing,$19014,Yes,Both,Yes,Tier 3,801
Japan,Kyoto,Kyoto University,Public,Yes,Science,Cyber Security,Part-time,19.23,No,No,No,SEO,$21782,Yes,Consulting,No,Tier 3,121
Japan,Kyoto,Ritsumeikan University,Private,No,Business,IoT,Part-time,18.84,No,Yes,No,Radio and tv advertising,$46282,No,Both,No,Tier 1,960
Japan,Kyoto,Doshisha University,Public,Yes,Business,IoT,Online,19.35,Yes,Yes,No,Direct Engagement,$43124,Yes,Both,No,Tier 3,637
Japan,Osaka,Osaka University,Private,Yes,Arts,AI,Online,12.49,No,No,Yes,Community Engagement,$27710,Yes,Consulting,No,Tier 1,20
Japan,Osaka,Osaka University of Economics,Public,Yes,Engineering,Data Science,Part-time,7.78,No,No,No,Influencer Marketing,$24548,No,Both,No,Tier 2,946
Japan,Osaka,Kinki University,Public,No,Engineering,ML,Part-time,12.92,Yes,Yes,No,Email Marketing,$31674,No,Both,No,Tier 2,979
Japan,Sendai,Tohoku University,Private,Yes,Business,Cyber Security,Full-time,9.8,No,No,No,Social Media Advertising,$25073,No,Both,Yes,Tier 1,74
Japan,Nagoya,Nagoya University,Private,Yes,Science,IoT,Full-time,9.15,No,No,Yes,SEO,$42347,Yes,Consulting,Yes,Tier 1,972
Japan,Fukuoka,Kyushu University,Private,No,Business,IoT,Full-time,13.25,No,No,No,Influencer Marketing,$32498,Yes,Training,No,Tier 2,434
Japan,Sapporo,Hokkaido University,Private,Yes,Business,Cyber Security,Full-time,16.77,No,No,No,Email Marketing,$36349,Yes,Both,No,Tier 2,117
Japan,Kobe,Kobe University,Private,Yes,Engineering,Data Science,Full-time,6.69,Yes,No,No,Email Marketing,$23214,No,Training,Yes,Tier 1,222
Japan,Okayama,Okayama University,Private,Yes,Engineering,IoT,Online,15.61,No,No,No,Email Marketing,$22903,No,Consulting,No,Tier 2,962
Japan,Shizuoka,Shizuoka University,Private,No,Business,AI,Part-time,13.66,Yes,No,No,Email Marketing,$48448,No,Consulting,Yes,Tier 2,551
Japan,Chiba,Chiba University,Private,No,Science,ML,Online,16.25,Yes,Yes,Yes,Search Engine Marketing (SEM),$49844,Yes,Both,Yes,Tier 1,219
Japan,Yokohama,Yokohama National University,Private,Yes,Business,ML,Full-time,17.23,No,No,Yes,Print Media,$20571,Yes,Both,No,Tier 1,439
Japan,Gifu,Gifu University,Private,No,Science,AI,Part-time,9.49,No,No,Yes,Influencer Marketing,$25029,No,Both,Yes,Tier 1,745
Japan,Matsuyama,Ehime University,Public,Yes,Engineering,Cyber Security,Online,10.69,No,Yes,No,SEO,$47658,No,Both,Yes,Tier 1,784
Japan,Nagasaki,Nagasaki University,Private,No,Science,AI,Full-time,19.21,No,No,No,Social Media Advertising,$31003,No,Consulting,Yes,Tier 3,342
Japan,Tama,Tama Art University,Private,No,Engineering,ML,Part-time,7.47,Yes,Yes,No,Community Engagement,$33994,No,Training,No,Tier 1,107
Jordan,Amman,University of Jordan,Public,No,Business,ML,Online,14.54,Yes,No,Yes,Print Media,$14663,Yes,Training,Yes,Tier 1,218
Jordan,Amman,University of Petra,Private,Yes,Arts,Data Science,Part-time,6.78,Yes,No,Yes,Radio and tv advertising,$27177,Yes,Training,Yes,Tier 1,781
Jordan,Amman,Princess Sumaya University for Technology,Public,No,Science,AI,Online,19.33,No,No,No,Direct Engagement,$49879,Yes,Training,No,Tier 2,752
Jordan,Amman,The University of Applied Sciences,Public,Yes,Science,AI,Online,8.05,Yes,No,Yes,SEO,$12655,Yes,Both,Yes,Tier 2,439
Jordan,Amman,Amman Arab University,Public,No,Engineering,IoT,Online,7.1,No,No,Yes,Email Marketing,$23575,No,Consulting,Yes,Tier 3,553
Jordan,Amman,Abdullah II Design and Development Bureau University,Private,Yes,Arts,IoT,Full-time,18.67,Yes,Yes,Yes,SEO,$13703,No,Training,Yes,Tier 1,477
Jordan,Amman,Al-Zaytoonah University of Jordan,Private,Yes,Arts,Cyber Security,Online,11.96,No,No,No,Print Media,$14695,Yes,Consulting,No,Tier 2,167
Jordan,Amman,Arab Open University,Private,No,Arts,AI,Online,15.68,No,Yes,No,Direct Engagement,$41980,No,Training,Yes,Tier 2,259
Jordan,Amman,International University for Science and Technology,Private,No,Science,AI,Online,7.83,Yes,No,Yes,Radio and tv advertising,$19706,No,Consulting,Yes,Tier 3,510
Jordan,Amman,Al-Isra University,Private,No,Engineering,Cyber Security,Part-time,5.66,Yes,Yes,Yes,SEO,$27451,Yes,Consulting,Yes,Tier 1,933
Jordan,Amman,University of Modern Sciences,Public,No,Science,Cyber Security,Full-time,14.29,No,Yes,Yes,Community Engagement,$47370,No,Consulting,No,Tier 3,877
Jordan,Amman,Amman University for Technology,Public,No,Arts,Cyber Security,Part-time,15.02,No,Yes,No,Social Media Advertising,$34634,No,Consulting,No,Tier 3,42
Jordan,Irbid,Jordan University of Science and Technology,Public,No,Business,IoT,Full-time,9.8,Yes,No,Yes,Community Engagement,$35928,No,Training,Yes,Tier 3,187
Jordan,Irbid,Yarmouk University,Private,No,Science,ML,Part-time,5.55,No,Yes,No,Print Media,$42717,No,Training,Yes,Tier 1,980
Jordan,Zarqa,Hashemite University,Public,Yes,Engineering,ML,Full-time,18.36,Yes,No,No,Search Engine Marketing (SEM),$36058,No,Consulting,Yes,Tier 1,203
Jordan,Karak,Mutah University,Private,No,Science,AI,Full-time,9.26,No,Yes,Yes,SEO,$11952,Yes,Consulting,No,Tier 2,790
Jordan,Salt,Al-Balqa Applied University,Private,Yes,Arts,IoT,Part-time,17.42,No,Yes,Yes,Radio and tv advertising,$17250,No,Both,No,Tier 3,863
Jordan,Ma'an,University of Ma'an,Private,Yes,Arts,AI,Full-time,9.28,No,Yes,No,Social Media Advertising,$17642,No,Both,No,Tier 1,390
Jordan,Ma'an,Al-Hussein Bin Talal University,Public,Yes,Science,AI,Full-time,10.79,No,No,Yes,Search Engine Marketing (SEM),$46755,No,Both,No,Tier 2,59
Tajikistan,Dushanbe,Tajik National University,Public,No,Arts,ML,Part-time,17.89,Yes,No,Yes,SEO,$16439,Yes,Training,Yes,Tier 3,352
Tajikistan,Dushanbe,Tajik Technical University,Public,No,Science,Cyber Security,Full-time,7.04,No,Yes,No,Email Marketing,$42878,No,Training,Yes,Tier 3,609
Tajikistan,Dushanbe,Tajik State University of Law,Public,Yes,Science,ML,Online,10.67,No,No,Yes,Community Engagement,$47284,Yes,Training,No,Tier 3,224
Tajikistan,Dushanbe,Tajik State University of Commerce,Public,Yes,Arts,IoT,Online,16.8,Yes,No,No,Influencer Marketing,$29041,No,Both,Yes,Tier 2,807
Tajikistan,Dushanbe,Dushanbe Medical University,Private,No,Business,AI,Full-time,18.26,Yes,No,No,Direct Engagement,$23985,No,Consulting,No,Tier 2,796
Tajikistan,Dushanbe,Agricultural University of Tajikistan,Private,No,Science,Cyber Security,Online,8.49,No,No,Yes,Influencer Marketing,$42029,No,Consulting,No,Tier 3,846
Tajikistan,Dushanbe,Institute of Pedagogy and Psychology,Public,Yes,Science,IoT,Online,8.24,Yes,No,Yes,Direct Engagement,$18787,Yes,Consulting,No,Tier 2,39
Tajikistan,Dushanbe,University of Central Asia,Private,Yes,Arts,Data Science,Full-time,18.7,No,No,No,Influencer Marketing,$12169,No,Training,No,Tier 2,183
Tajikistan,Dushanbe,Tajik Institute of Entrepreneurship and Service,Private,No,Engineering,Data Science,Online,6.28,Yes,Yes,No,Radio and tv advertising,$27095,Yes,Both,No,Tier 1,205
Tajikistan,Dushanbe,International University of Central Asia,Private,Yes,Arts,ML,Full-time,11.97,Yes,Yes,Yes,Email Marketing,$30820,Yes,Training,Yes,Tier 2,717
Tajikistan,Khorog,Khorog State University,Public,No,Engineering,Data Science,Online,18.58,No,No,Yes,SEO,$22473,Yes,Training,Yes,Tier 3,256
Tajikistan,Khorog,Pamir State University,Public,Yes,Science,AI,Full-time,5.71,Yes,Yes,Yes,Influencer Marketing,$32895,Yes,Consulting,No,Tier 3,241
Tajikistan,Khujand,Khujand State University,Public,Yes,Arts,AI,Full-time,9.62,Yes,No,No,Influencer Marketing,$29596,Yes,Consulting,No,Tier 3,60
Taiwan,Taipei,National Taiwan University (NTU),Private,Yes,Engineering,Cyber Security,Part-time,7.22,No,No,No,Direct Engagement,$44800,Yes,Both,Yes,Tier 1,283
Taiwan,Taipei,National Yang Ming Chiao Tung University (NYCU),Private,No,Business,ML,Full-time,9.43,Yes,Yes,No,Direct Engagement,$39102,Yes,Both,Yes,Tier 2,531
Taiwan,Taipei,National Taipei University (NTPU),Public,No,Business,AI,Full-time,8.52,Yes,No,No,Influencer Marketing,$46743,No,Both,Yes,Tier 3,704
Taiwan,Taipei,National Taiwan University of Science and Technology (NTUST),Private,No,Science,Data Science,Full-time,16.4,Yes,No,Yes,Influencer Marketing,$16782,No,Training,Yes,Tier 3,835
Taiwan,Taipei,National Taiwan Normal University (NTNU),Public,Yes,Engineering,ML,Online,10.99,Yes,Yes,No,Email Marketing,$46131,Yes,Consulting,Yes,Tier 2,997
Taiwan,Taipei,Soochow University,Public,No,Business,Cyber Security,Online,7.54,Yes,Yes,Yes,Search Engine Marketing (SEM),$40208,No,Both,Yes,Tier 1,646
Taiwan,Taipei,Ming Chuan University,Public,No,Engineering,ML,Full-time,18.54,Yes,Yes,No,Community Engagement,$45228,No,Training,No,Tier 2,57
Taiwan,Tainan,National Cheng Kung University (NCKU),Public,No,Engineering,Data Science,Part-time,10.7,Yes,Yes,Yes,Influencer Marketing,$38265,No,Training,Yes,Tier 3,232
Taiwan,Tainan,Chang Jung Christian University,Public,Yes,Business,Cyber Security,Online,8.6,Yes,Yes,No,Print Media,$32847,No,Both,No,Tier 1,457
Taiwan,Hsinchu,National Tsing Hua University (NTHU),Private,No,Science,IoT,Full-time,17.65,No,Yes,Yes,Influencer Marketing,$41256,Yes,Training,Yes,Tier 2,85
Taiwan,Taoyuan,National Central University (NCU),Private,No,Arts,AI,Online,6.98,No,No,Yes,Search Engine Marketing (SEM),$16056,No,Both,No,Tier 3,310
Taiwan,Taoyuan,Chung Yuan Christian University (CYCU),Public,Yes,Business,Data Science,Part-time,12.0,No,No,Yes,Email Marketing,$20560,Yes,Consulting,Yes,Tier 3,634
Taiwan,Kaohsiung,National Sun Yat-sen University (NSYSU),Private,No,Business,Data Science,Online,12.12,Yes,No,Yes,SEO,$10201,No,Training,No,Tier 3,420
Taiwan,Kaohsiung,Shu-Te University,Public,Yes,Engineering,AI,Full-time,19.45,No,Yes,Yes,Radio and tv advertising,$20987,No,Consulting,Yes,Tier 2,393
Taiwan,Kaohsiung,National Kaohsiung University of Science and Technology (NKUST),Public,No,Arts,ML,Online,14.39,Yes,No,No,Search Engine Marketing (SEM),$14794,Yes,Both,No,Tier 1,324
Taiwan,Taichung,National Chung Hsing University (NCHU),Public,No,Engineering,AI,Full-time,18.81,No,Yes,Yes,Influencer Marketing,$10602,No,Both,No,Tier 1,831
Taiwan,Taichung,Asia University,Public,No,Arts,Cyber Security,Full-time,9.73,No,No,No,Social Media Advertising,$37858,No,Consulting,Yes,Tier 1,137
Taiwan,Hualien,National Dong Hwa University (NDHU),Private,No,Science,IoT,Part-time,11.33,No,No,No,Community Engagement,$21635,No,Training,Yes,Tier 3,440
Taiwan,Pingtung,National Pingtung University (NPTU),Private,No,Science,Cyber Security,Full-time,10.3,Yes,No,No,Search Engine Marketing (SEM),$26847,Yes,Consulting,No,Tier 2,951
Taiwan,Tamsui,Tamkang University,Public,Yes,Science,ML,Online,10.21,No,Yes,Yes,Print Media,$43141,No,Training,Yes,Tier 2,741
Taiwan,Tamsui,Aletheia University,Private,Yes,Arts,AI,Full-time,10.34,No,No,No,Radio and tv advertising,$46975,No,Consulting,Yes,Tier 3,26
Kazakhstan,Almaty,Al-Farabi Kazakh National University,Public,Yes,Arts,AI,Part-time,10.16,Yes,No,No,Community Engagement,$48501,No,Consulting,No,Tier 2,12
Kazakhstan,Almaty,Kazakh National Technical University (KazNTU),Private,Yes,Science,AI,Part-time,10.4,No,Yes,No,Email Marketing,$19879,Yes,Both,No,Tier 1,946
Kazakhstan,Almaty,Kazakh-British Technical University,Public,Yes,Engineering,AI,Part-time,16.47,Yes,No,No,Direct Engagement,$21340,Yes,Consulting,No,Tier 3,903
Kazakhstan,Almaty,Kazakh National Medical University,Public,Yes,Business,Cyber Security,Full-time,17.98,Yes,Yes,Yes,Influencer Marketing,$38619,No,Consulting,No,Tier 1,988
Kazakhstan,Almaty,Kazakh American University,Private,Yes,Engineering,Cyber Security,Online,10.13,No,No,No,Radio and tv advertising,$43046,Yes,Consulting,No,Tier 2,927
Kazakhstan,Almaty,KIMEP University,Private,No,Arts,Data Science,Full-time,10.22,No,No,No,Email Marketing,$22299,Yes,Training,No,Tier 3,57
Kazakhstan,Almaty,International University of Almaty,Private,Yes,Engineering,Cyber Security,Online,10.86,No,No,No,Radio and tv advertising,$42953,No,Both,No,Tier 3,761
Kazakhstan,Almaty,Almaty Management University,Public,Yes,Science,Data Science,Part-time,15.28,No,Yes,No,Print Media,$10889,No,Consulting,Yes,Tier 1,831
Kazakhstan,Almaty,Kazakh Humanitarian Law University,Public,Yes,Arts,AI,Part-time,10.9,Yes,Yes,No,Direct Engagement,$14736,Yes,Training,No,Tier 3,647
Kazakhstan,Almaty,International School of Medicine,Private,No,Arts,ML,Full-time,19.56,Yes,Yes,No,Community Engagement,$13632,No,Both,Yes,Tier 2,304
Kazakhstan,Nur-Sultan,L.N. Gumilyov Eurasian National University,Private,Yes,Business,AI,Full-time,5.6,No,Yes,No,Social Media Advertising,$46624,Yes,Both,No,Tier 3,850
